# Q [1/A], I, stddev
5.487500000000000190e-03 9.149235403719127024e-01 2.323571971123528437e-02
6.462500000000000362e-03 9.620448389036055925e-01 2.079019776326350780e-02
7.437499999999999667e-03 1.029718287348850625e+00 2.269407908886434885e-02
8.412499999999999839e-03 9.084995534299671327e-01 1.979470832291846047e-02
9.387500000000000011e-03 8.410831458769371105e-01 1.877170096273087299e-02
1.036250000000000018e-02 1.025136933497398983e+00 2.351149107459143267e-02
1.133750000000000036e-02 9.566226007859569558e-01 2.158423046164052381e-02
1.231250000000000053e-02 8.406161174023796256e-01 1.926741131166684329e-02
1.328750000000000070e-02 8.555783187997954009e-01 1.975433261038191113e-02
1.426249999999999914e-02 7.735756107692289829e-01 1.809741970893900126e-02
1.523749999999999931e-02 7.173535373627639711e-01 1.697675405771834761e-02
1.621249999999999775e-02 7.394009042991978031e-01 1.785300985136942242e-02
1.718750000000000139e-02 6.274626898125008623e-01 1.550194177645993800e-02
1.816249999999999809e-02 6.312071177146042489e-01 1.561923120736066588e-02
1.913750000000000173e-02 5.307652658297677961e-01 1.369934863179716154e-02
2.011249999999999843e-02 5.508828957925383518e-01 1.484570792182591734e-02
2.108750000000000208e-02 5.112311840718447575e-01 1.395647405728012679e-02
2.206249999999999878e-02 4.654059212254286204e-01 1.307383067018692488e-02
2.303750000000000242e-02 4.563838066676877969e-01 1.350734000646701058e-02
2.401249999999999912e-02 3.743025798334057019e-01 1.171266143430494712e-02
2.498750000000000276e-02 3.846436264268336402e-01 1.295808869199669561e-02
2.596249999999999947e-02 3.042271021229644989e-01 1.163280520560374537e-02
2.693750000000000311e-02 2.816293802368198818e-01 1.243561701509439746e-02
2.791249999999999981e-02 2.599819180789864626e-01 1.294422512786957274e-02
2.888750000000000345e-02 2.403706544214664342e-01 1.442029823445330552e-02
2.986250000000000016e-02 1.960393428278353334e-01 1.253688241130084327e-02
3.083750000000000033e-02 1.847097950931509969e-01 1.272193176718614850e-02
3.181250000000000050e-02 1.554687916694216243e-01 1.145191612349382403e-02
3.278749999999999720e-02 1.440903108732208004e-01 9.510621227004689704e-03
3.376250000000000084e-02 1.207997756930682259e-01 7.582918083743415971e-03
3.473750000000000449e-02 1.034444711648495330e-01 6.709985708221769332e-03
3.571250000000000119e-02 9.010227171162704662e-02 5.810642045257454445e-03
3.668749999999999789e-02 7.566576391270811441e-02 4.906002806733176375e-03
3.766250000000000153e-02 6.386058224931782934e-02 4.530853894921900958e-03
3.863749999999999823e-02 5.016862997074897357e-02 3.800710045727872556e-03
3.961249999999999494e-02 3.890843196296855239e-02 3.173703296168736178e-03
4.058749999999999858e-02 3.069729086624366568e-02 2.732892922620594293e-03
4.156250000000000222e-02 2.562688122003459884e-02 2.541594522130867072e-03
4.253749999999999892e-02 1.555332936615558097e-02 1.929696990193560452e-03
4.351249999999999563e-02 1.531793620261962668e-02 1.978923086938730574e-03
4.448749999999999927e-02 1.374647558522771630e-02 1.949383698518653354e-03
4.546250000000000291e-02 9.760090394848305873e-03 1.535024793180506152e-03
4.643749999999999961e-02 7.533912992138938093e-03 1.441307312424577056e-03
4.741249999999999631e-02 5.507811224070607165e-03 1.133560873524529222e-03
4.838749999999999996e-02 4.780592261321739596e-03 1.052727644892519640e-03
4.936250000000000360e-02 5.143623743193800717e-03 1.099425712740113251e-03
5.033750000000000030e-02 5.110867430975347264e-03 1.182760143869575472e-03
5.131249999999999700e-02 4.571692559958899157e-03 1.057867736815699912e-03
5.228750000000000064e-02 5.479681005658060960e-03 1.163698561574313430e-03
5.326250000000000429e-02 6.013096761942988630e-03 1.186339995700785724e-03
5.423750000000000099e-02 7.131721926832335426e-03 1.295809210841680683e-03
5.521249999999999769e-02 9.300688488755096822e-03 1.474689244776959283e-03
5.618750000000000133e-02 7.884713171481701893e-03 1.360471149931272291e-03
5.716250000000000497e-02 9.993335250486838628e-03 1.585297681406451064e-03
5.813750000000000168e-02 1.078159131275237617e-02 1.685013178308898208e-03
5.911249999999999838e-02 1.374281041344459567e-02 1.804259343150146216e-03
6.008750000000000202e-02 1.125273082983761427e-02 1.577165135153003103e-03
6.106250000000000566e-02 1.077320231451560535e-02 1.631486312458999997e-03
6.203750000000000930e-02 1.040183479657764108e-02 1.592647682952730596e-03
6.301249999999999907e-02 1.100214868730310484e-02 1.614671471875138388e-03
6.398750000000000271e-02 1.150557561068334643e-02 1.711411470212361157e-03
6.496250000000000635e-02 1.319625382151853876e-02 1.818556914985151700e-03
6.593750000000000999e-02 1.221285268312369450e-02 1.713570820080372948e-03
6.691250000000001363e-02 1.143080080912490734e-02 1.679144857777900178e-03
6.788750000000000340e-02 7.473825181908155986e-03 1.344905872591119558e-03
6.886250000000000704e-02 9.169971441058065789e-03 1.461372009761823139e-03
6.983750000000001068e-02 9.607289353089852255e-03 1.529373010463510804e-03
7.081250000000000044e-02 8.393231999382097172e-03 1.431739944402335429e-03
7.178750000000000409e-02 6.375787360938077984e-03 1.230151780120874224e-03
7.276250000000000773e-02 6.819233674208853742e-03 1.265675922028106169e-03
7.373750000000001137e-02 8.371463388638084382e-03 1.429906921265375721e-03
7.471250000000001501e-02 7.268319066630409171e-03 1.324786609402376974e-03
7.568750000000000477e-02 5.970363267267383804e-03 1.202776836043003943e-03
7.666250000000000842e-02 6.581367005011419524e-03 1.244868029426424291e-03
7.763750000000001206e-02 5.914225303825982119e-03 1.174123272496542048e-03
7.861250000000000182e-02 4.127309001199731299e-03 9.570672709222459310e-04
7.958750000000000546e-02 4.631205889170662664e-03 1.048164417867761961e-03
8.056250000000000910e-02 4.269676301323289264e-03 1.009701938784230259e-03
8.153750000000001275e-02 3.285292610684304327e-03 8.543065961465572383e-04
8.251250000000001639e-02 5.831319611466806614e-03 1.269972850164474264e-03
8.348750000000000615e-02 3.783631607638703216e-03 9.642339335921209240e-04
8.446250000000000979e-02 4.907379910167559284e-03 1.089957588466794296e-03
8.543750000000001343e-02 3.967650344254575884e-03 9.593196511353831689e-04
8.641250000000000320e-02 4.614415411117017349e-03 1.113939562773891279e-03
8.738750000000000684e-02 4.346558496269523238e-03 1.048992436725176532e-03
8.836250000000001048e-02 4.740504624984921873e-03 1.060734315794257089e-03
8.933750000000001412e-02 3.617700699209617458e-03 9.553817401080354514e-04
9.031250000000001776e-02 3.866351306222064275e-03 9.766083920128016804e-04
9.128750000000000753e-02 4.989925066234596890e-03 1.118581084635531442e-03
9.226250000000001117e-02 4.130773903800131000e-03 9.880603816536431740e-04
9.323750000000001481e-02 4.872118959414722082e-03 1.132946224908621584e-03
9.421250000000000457e-02 4.844408329185638518e-03 1.037986334244468331e-03
9.518750000000000822e-02 4.886270301600902088e-03 1.102141213946749914e-03
9.616250000000001186e-02 4.987129042331590358e-03 1.109690657299756706e-03
9.713750000000001550e-02 5.178810181818950358e-03 1.118522412904473682e-03
9.811250000000001914e-02 5.110572227822159433e-03 1.087734212072014386e-03
9.908750000000000890e-02 5.835564853143114863e-03 1.183270203200459652e-03
1.000625000000000125e-01 4.800716159555027188e-03 1.076256615528134800e-03
1.010375000000000023e-01 6.591814255593834819e-03 1.316824082233717308e-03
1.020125000000000060e-01 5.821273161822636093e-03 1.177793794987702300e-03
1.029875000000000096e-01 5.395160201767276037e-03 1.144175095842291014e-03
1.039625000000000132e-01 4.180418892471813447e-03 9.685794430418681773e-04
1.049375000000000169e-01 5.278321515423768651e-03 1.114299336212468908e-03
1.059125000000000066e-01 4.652400633952956215e-03 1.085534557382400846e-03
1.068875000000000103e-01 5.370402421053539072e-03 1.144920734110585481e-03
1.078625000000000139e-01 5.884661975743833186e-03 1.157210282153144478e-03
1.088375000000000037e-01 4.835226472853821830e-03 1.086606232485462899e-03
1.098125000000000073e-01 4.866781697350008179e-03 1.057405621633489452e-03
1.107875000000000110e-01 3.235531992439344938e-03 8.937840988058209533e-04
1.117625000000000146e-01 4.759355770363559238e-03 1.056067329227816827e-03
1.127375000000000183e-01 3.873126432963386236e-03 9.729577413613033901e-04
1.137125000000000080e-01 3.717791401245213942e-03 9.339352694528722278e-04
1.146875000000000117e-01 3.113876547397958355e-03 8.379754061234922840e-04
1.156625000000000153e-01 3.665576225135814322e-03 9.307086703844281257e-04
1.166375000000000051e-01 3.921665601574816397e-03 9.784303455998278037e-04
